1.01E+07 : BELLEMONT,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,535,SNOHOMISH,53061,SNOHOMISH,53061,SUZAN DELBENE,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BELLEMONT,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,200,SNOHOMISH,53061,SNOHOMISH,53061,JEFFREY BEELER,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 31,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,345,SNOHOMISH,53061,SNOHOMISH,53061,SUZAN DELBENE,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 31,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,185,SNOHOMISH,53061,SNOHOMISH,53061,JEFFREY BEELER,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 32,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,324,SNOHOMISH,53061,SNOHOMISH,53061,SUZAN DELBENE,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 32,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,124,SNOHOMISH,53061,SNOHOMISH,53061,JEFFREY BEELER,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 33,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,360,SNOHOMISH,53061,SNOHOMISH,53061,SUZAN DELBENE,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 33,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,202,SNOHOMISH,53061,SNOHOMISH,53061,JEFFREY BEELER,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 34,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,340,SNOHOMISH,53061,SNOHOMISH,53061,SUZAN DELBENE,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 34,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,164,SNOHOMISH,53061,SNOHOMISH,53061,JEFFREY BEELER,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 35,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,243,SNOHOMISH,53061,SNOHOMISH,53061,SUZAN DELBENE,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 35,US HOUSE,REPUBLICAN,REPUBLICAN,TOTAL,149,SNOHOMISH,53061,SNOHOMISH,53061,JEFFREY BEELER,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
1.01E+07 : BOTHELL 36,US HOUSE,DEMOCRAT,DEMOCRAT,TOTAL,302,SNOHOMISH,53061,SNOHOMISH,53061,SUZAN DELBENE,001,1.0,HOUSE,2018,GEN,WASHINGTON,FALSE,FALSE,WA,53,91,73,2018-11-06,FALSE
